mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.005303478240966797,0.0016879170915590103,0.002661991119384766,0.0004800057136394723,0.01,liblinear,"{'C': 0.01, 'solver': 'liblinear'}",0.8852459016393442,0.819672131147541,0.8360655737704918,0.8524590163934426,0.8166666666666667,0.8420218579234973,0.025120213230057985,1
0.007661581039428711,0.0027302519507795536,0.0024426937103271484,0.0006125439184013651,0.01,lbfgs,"{'C': 0.01, 'solver': 'lbfgs'}",0.8032786885245902,0.7868852459016393,0.7868852459016393,0.8032786885245902,0.7833333333333333,0.7927322404371584,0.008708263655458529,8
0.0034872055053710937,0.0006468764628062429,0.002163600921630859,0.00019664971371809376,0.1,liblinear,"{'C': 0.1, 'solver': 'liblinear'}",0.8852459016393442,0.819672131147541,0.8360655737704918,0.8524590163934426,0.8166666666666667,0.8420218579234973,0.025120213230057985,1
0.009543037414550782,0.0028883544512928704,0.0032585620880126952,0.0011793797810844976,0.1,lbfgs,"{'C': 0.1, 'solver': 'lbfgs'}",0.8852459016393442,0.819672131147541,0.8360655737704918,0.8524590163934426,0.8166666666666667,0.8420218579234973,0.025120213230057985,1
0.0031803131103515627,0.0006436552675264004,0.002042818069458008,0.0002528191512146182,1.0,liblinear,"{'C': 1, 'solver': 'liblinear'}",0.8852459016393442,0.819672131147541,0.819672131147541,0.819672131147541,0.8333333333333334,0.8355191256830601,0.025420116611175957,4
0.008339881896972656,0.002667028839286774,0.002433443069458008,0.0005052563828222431,1.0,lbfgs,"{'C': 1, 'solver': 'lbfgs'}",0.8852459016393442,0.819672131147541,0.819672131147541,0.819672131147541,0.8333333333333334,0.8355191256830601,0.025420116611175957,4
0.003781890869140625,0.001169699856521151,0.002320098876953125,0.000755035487153551,10.0,liblinear,"{'C': 10, 'solver': 'liblinear'}",0.8852459016393442,0.819672131147541,0.819672131147541,0.819672131147541,0.8166666666666667,0.8321857923497268,0.026555577982194378,6
0.006775856018066406,0.0016571296538283292,0.002270793914794922,0.0007621504548394063,10.0,lbfgs,"{'C': 10, 'solver': 'lbfgs'}",0.8852459016393442,0.819672131147541,0.819672131147541,0.819672131147541,0.8166666666666667,0.8321857923497268,0.026555577982194378,6
